 ,X,Y,Slice
1,1917.000,1257.000,10
2,992.500,1172.500,13
3,182.500,1211.500,14
4,1079.500,890.500,48
5,101.500,944.500,51
6,1844.500,959.500,53
7,896.500,713.500,58
8,74.500,764.500,58
9,1913.500,812.500,60
10,1028.500,584.500,60
11,92.500,602.500,62
12,1949.500,686.500,62
13,36.000,1209.000,32
14,899.500,1154.500,32
15,1946.500,1214.500,32
16,179.500,866.500,16
17,155.500,683.500,14
18,101.500,545.500,14
19,983.500,851.500,16
20,1013.500,623.500,16
21,923.500,503.500,16
22,1577.500,839.500,40
23,1532.500,638.500,40
24,1547.500,491.500,40
