 ,X,Y,Slice
1,102.000,1275.000,19
2,1004.500,1193.500,22
3,1856.500,1304.500,27
4,119.500,965.500,60
5,977.500,929.500,67
6,1853.500,1022.500,70
7,164.500,800.500,76
8,224.500,680.500,78
9,1097.500,761.500,83
10,1904.500,887.500,85
11,1886.500,674.500,85
12,971.500,614.500,85
13,51.000,1377.000,6
14,965.500,1337.500,6
15,1952.500,1361.500,6
16,128.500,1025.500,16
17,1061.500,935.500,16
18,1976.500,1016.500,16
19,1991.500,839.500,16
20,1223.500,770.500,16
21,173.500,797.500,16
22,101.500,707.500,18
23,983.500,584.500,18
24,1985.500,623.500,18
