 ,X,Y,Slice
1,1902.000,1260.000,19
2,1049.500,1241.500,24
3,152.500,1340.500,28
4,1847.500,986.500,47
5,1046.500,968.500,54
6,29.500,1067.500,54
7,1895.500,857.500,55
8,1913.500,668.500,55
9,1109.500,830.500,68
10,1103.500,716.500,74
11,98.500,827.500,86
12,77.500,707.500,95
