 ,X,Y,Slice
1,51.000,1365.000,13
2,1049.500,1316.500,13
3,2015.500,1427.500,13
4,71.500,782.500,18
5,1055.500,731.500,18
6,2021.500,767.500,18
7,1961.500,998.500,18
8,992.500,962.500,18
9,89.500,968.500,18
10,125.500,623.500,18
11,920.500,587.500,18
12,1838.500,590.500,18
13,1968.000,1218.000,17
14,1040.500,1268.500,20
15,164.500,1316.500,33
16,1040.500,983.500,35
17,89.500,1028.500,35
18,1910.500,935.500,40
19,1886.500,812.500,45
20,1031.500,800.500,45
21,77.500,926.500,45
22,104.500,797.500,49
23,1058.500,731.500,49
24,1910.500,773.500,51
25,84.000,1338.000,10
26,857.500,1208.500,10
27,1940.500,1289.500,10
28,95.500,923.500,13
29,1100.500,872.500,13
30,1928.500,908.500,13
31,1949.500,737.500,13
32,869.500,671.500,13
33,95.500,716.500,13
34,104.500,581.500,10
35,941.500,548.500,10
36,1916.500,575.500,10
