 ,X,Y,Slice
1,1947.000,1299.000,14
2,977.500,1256.500,14
3,110.500,1289.500,14
4,1931.500,1022.500,36
5,1025.500,980.500,38
6,65.500,1010.500,55
7,1940.500,863.500,40
8,1055.500,839.500,45
9,101.500,860.500,57
10,1964.500,773.500,34
11,1040.500,716.500,40
12,128.500,752.500,53
