 ,X,Y,Slice
1,42.000,1224.000,11
2,1571.500,1223.500,11
3,1973.500,1361.500,11
4,107.500,917.500,10
5,863.500,839.500,10
6,1973.500,941.500,10
7,1943.500,755.500,10
8,1010.500,704.500,10
9,71.500,767.500,10
10,47.500,626.500,10
11,914.500,566.500,10
12,1952.500,611.500,10
